"#","St","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"2001","S","A2028044","Apartment","Copperfield","03/14/2023","$260,000.00","$255,000.00","740","755 Copperpond Boulevard SE Unit#5307","Calgary","2014","12","Benjamin Sweet","CSWEETBE","CBECKEJU","Raj Nijjar","CNIJJARA","","CAL Zone SE"
"2001","S","A2027169","Apartment","Copperfield","03/03/2023","$239,900.00","$255,000.00","772","117 Copperpond Common SE Unit#218","Calgary","2015","9","Madison Milner","CMILNEMA3","CHALLTO","S.Timmy Sharma","CSHARMSA3","","CAL Zone SE"
"2001","S","A2025245","Apartment","McKenzie Towne","03/08/2023","$265,000.00","$255,000.00","850","48 Inverness Gate SE Unit#2136","Calgary","2005","19","David Chapman","CCHAPMDA","","Sandy Bisson","CBISSOSA","","CAL Zone SE"
"2001","S","A2024846","Apartment","Mission","03/21/2023","$265,000.00","$255,000.00","520","120 18 Avenue SW Unit#111","Calgary","2017","37","Ilham Cazac","CCAZACIL","","Tristan Quiring","CQUIRITR","","CAL Zone CC"
"2001","S","A2024513","Apartment","Beltline","03/14/2023","$259,000.00","$255,000.00","636","210 15 Avenue SE Unit#1902","Calgary","2009","33","GS Mann","CMANNGU","CDANDYRA","Michael Gauthier","CGAUTHMI","","CAL Zone CC"
"2001","S","A2020553","Apartment","Auburn Bay","03/26/2023","$264,900.00","$255,000.00","587","200 Auburn Meadows Common SE Unit#320","Calgary","2019","59","Muhammad Chybli","CCHYBLMU","","Andrey Kutepov","CKUTEPAN","","CAL Zone SE"
"2001","S","A2027120","Apartment","Downtown Commercial Core","03/17/2023","$275,000.00","$254,100.00","723","711 3 Avenue SW Unit#19","Calgary","1977","10","Erin Ferguson","CFERGUER","","Cole Romaniuk","CROMANCO","","CAL Zone CC"
"2001","S","A2030103","Row/Townhouse","Cedarbrae","03/31/2023","$225,000.00","$254,000.00","932","15 Cedar Springs Gardens SW","Calgary","1983","15","Justin Havre","CHAVREJU","CJOHNMA","Justyna Jakimowicz","CJAKIMJU","","CAL Zone S"
"2001","S","A2026064","Apartment","Patterson","03/25/2023","$263,000.00","$253,000.00","821","121 Village Heights SW Unit#2","Calgary","1987","14","Amideus Chow","CCHOWAM","","Megan Brown","CBROWNME1","","CAL Zone W"
"2001","S","A2014092","Row/Townhouse","Falconridge","03/10/2023","$249,900.00","$253,000.00","997","300 Falconridge Crescent NE Unit#101","Calgary","1980","25","Satbir Virk","CVIRKSA1","CSINGHKA","Tim Mangat","CMANGATI","","CAL Zone NE"
"2001","S","A2033255","Row/Townhouse","Panorama Hills","03/29/2023","$252,900.00","$252,900.00","739","100 Panatella Landing NW Unit#102","Calgary","2008","6","Gregory Dudar","CDUDARGR","","Christine Hansen","CHANSECH","","CAL Zone N"
"2001","S","A2029854","Apartment","Skyview Ranch","03/24/2023","$250,000.00","$252,500.00","831","155 Skyview Ranch Way NE Unit#5303","Calgary","2012","10","Gary Saran","CSARANGU","","Eakbal Rhaman","CRHAMAEA","","CAL Zone NE"
"2001","S","A2029226","Apartment","Beltline","03/18/2023","$257,900.00","$252,500.00","777","1225 15 Avenue SW Unit#405","Calgary","1969","16","Clay Brunette","CBRUNECL","CCHURCTR","Christopher Duffy","CDUFFYCH","CAUDETCH","CAL Zone CC"
"2001","S","A2025819","Apartment","Somerset","03/01/2023","$258,000.00","$252,500.00","919","3000 Somervale Court SW Unit#418","Calgary","2001","14","Wei Chen","CCHENWE","","Clarence Kim","CKIMCL","","CAL Zone S"
