"#","St","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"501","S","A2004497","Detached","Citadel","02/09/2023","$599,900.00","$580,000.00","1,305","74 Citadel Circle NW","Calgary","1995","123","Ashwani Bawa","CBAWAAS","CGOLLKR","Larry Tang","CTANGLA","","CAL Zone NW"
"501","S","A1253383","Apartment","Beltline","02/15/2023","$599,000.00","$580,000.00","2,300","720 13 Avenue SW Unit#620","Calgary","1980","175","Gary Brand","CBRANDGA","","John Malick","CMALICJO","","CAL Zone CC"
"501","S","A2021083","Detached","Woodbine","02/14/2023","$569,900.00","$577,000.00","1,318","99 Woodfield Drive SW","Calgary","1980","20","Margarita Fox","CFOXMA","CLUTSOOL","Colleen Whelan","CWHELACO","","CAL Zone S"
"501","S","A2024993","Detached","Bridlewood","02/18/2023","$549,000.00","$576,000.00","1,908","46 Bridlerange Circle SW","Calgary","2006","6","Rosemarie Rivera","CRIVERRO","","Xing Wan","CWANXI","","CAL Zone S"
"501","S","A2024747","Detached","McKenzie Towne","02/22/2023","$549,900.00","$576,000.00","1,519","87 Prestwick Close SE","Calgary","2006","11","Colum Cavilla","CCAVILCO","","Nathan Koenigsberg","CKOENINA","","CAL Zone SE"
"501","S","A2022636","Detached","Cornerstone","02/24/2023","$589,900.00","$576,000.00","1,802","3665 Cornerstone Boulevard NE","Calgary","2023","23","Jag Duggal","CDUGGAJA1","CKEHAIAA","Upneet Ubhi","CUBHIUP","","CAL Zone NE"
"501","S","A2016697","Detached","Cranston","02/09/2023","$550,000.00","$576,000.00","1,714","54 Cranford Common SE","Calgary","2013","2","Dusko Sremac","CSREMADU","","Daniel Kowall","CKOWALDA1","","CAL Zone SE"
"501","S","A2022509","Detached","Rocky Ridge","02/10/2023","$549,900.00","$575,500.00","1,347","27 Rocky Ridge Landing NW","Calgary","1996","8","Mitch Thompson","CTHOMPMI1","","Colin Kehler","CKEHLECO","","CAL Zone NW"
"501","S","A2027011","Detached","Citadel","02/26/2023","$575,000.00","$575,000.00","1,216","61 Citadel Hills Circle NW","Calgary","1992","4","Juan Coltrinari","CCOLTRJU","","Hargurpreet Singh","CSINGHHA","","CAL Zone NW"
"501","S","A2022875","Detached","Evergreen","02/14/2023","$559,000.00","$575,000.00","1,644","53 Eversyde Close SW","Calgary","2005","11","Diana Dai","CDAIGU","","Jing Wen NI","CNIJI","","CAL Zone S"
"501","S","A2021436","Detached","Highwood","02/10/2023","$589,900.00","$575,000.00","936","160 Hendon Drive NW","Calgary","1955","15","Anthony Luong","CLUONGAN","","Peppe Bhasin","CBHASIPE","","CAL Zone CC"
"501","S","A2020693","Detached","Willow Park","02/14/2023","$609,900.00","$575,000.00","1,255","205 Wascana Crescent SE","Calgary","1965","20","Darcy Brown","CBROWNDA7","CSTRACDA","Tarek Hageahmad","CHAGEATA","","CAL Zone S"
"501","S","A2019526","Detached","Dalhousie","02/06/2023","$599,900.00","$575,000.00","1,200","5908 Dalkeith Hill NW","Calgary","1968","20","Tim Lind","CLINDTI","CMCARTGO","Cindy Cheng","CCHENGHO","","CAL Zone NW"
"501","S","A2017356","Row/Townhouse","Patterson","02/01/2023","$569,900.00","$575,000.00","1,223","5790 Patina Drive SW Unit#14","Calgary","1994","27","Brian Selders","CSELDEBR","","Les Walker","CWALKELE","","CAL Zone W"
"501","S","A2010302","Detached","Cornerstone","02/15/2023","$599,800.00","$575,000.00","1,440","255 Cornerstone Crescent NE","Calgary","2020","104","Michael Laprairie","CLAPRAMI","CSTEWAAL1","Harman Bath","CBATHHA","","CAL Zone NE"
"501","S","A2001185","Detached","Cornerstone","02/08/2023","$579,999.00","$575,000.00","1,423","34 Cornerstone Road NE","Calgary","2020","139","YM Kwon","CKWONYO","CALEXAMA","Sahil Narula","CNARULSA","","CAL Zone NE"
"501","S","A2027413","Detached","Rocky Ridge","02/26/2023","$515,000.00","$573,000.00","1,704","114 Rockywood Circle NW","Calgary","2005","3","Michael Newton","CNEWTOMI","","Jing Gao","CGAOJI","","CAL Zone NW"
"501","S","A2017708","Detached","Thorncliffe","02/04/2023","$579,000.00","$572,879.00","1,130","17 Simons  Crescent NW","Calgary","1957","28","Erica Zhang","CZHANGCH1","","Ashley Doull","CDOULLAS","","CAL Zone N"
"501","S","A2007548","Detached","Kincora","02/16/2023","$609,900.00","$572,500.00","1,865","396 Kincora Drive NW","Calgary","2005","120","Robbie Sihota","CSIHOTRA","","Sai Patel","CPATELSA3","","CAL Zone N"
"501","S","A2007306","Detached","Skyview Ranch","02/05/2023","$589,900.00","$572,500.00","1,521","163 Skyview Point Crescent NE","Calgary","2014","106","Gaganjot Thind","CTHINDGA","","Haroon Chughtai","CCHUGHHA","","CAL Zone NE"
"501","S","A2026542","Detached","Silverado","02/25/2023","$565,000.00","$572,000.00","1,654","16 Silverado Saddle Court SW","Calgary","2010","4","Holly Bennett","CBENNEHO","","Bryan Herman","CHERMABR1","","CAL Zone S"
"501","S","A2005022","Detached","Dalhousie","02/15/2023","$589,900.00","$571,700.00","1,707","6632 Dalcroft Hill NW","Calgary","1972","131","Sandra Leatherdale","CLEATHSA","","Michelle Li","CLISH","","CAL Zone NW"
"501","S","A2025012","Detached","Saddle Ridge","02/27/2023","$579,900.00","$571,000.00","1,999","49 Saddlehorn Crescent NE","Calgary","2001","10","Happe Dhillon","CDHILLHA3","CCHAHARA3","Rajesh Mathew","CMATHERA","","CAL Zone NE"
"501","S","A2022691","Detached","Somerset","02/23/2023","$579,900.00","$570,000.00","1,922","239 Somerglen Road SW","Calgary","1998","15","Heather Dougall","CDOUGAHE","","Harshdeep Gadhok","CGADHOHA","","CAL Zone S"
"501","S","A2021771","Detached","Coventry Hills","02/08/2023","$550,000.00","$570,000.00","1,452","126 Covebrook Place NE","Calgary","2006","11","Gursh Sidhu","CSIDHUGU","CSIDHUDA","Miranda Moser","CMOSERMI","","CAL Zone N"
"501","S","A2021154","Semi Detached (Half Duplex)","Livingston","02/12/2023","$589,999.00","$570,000.00","1,548","162 Livingston Avenue NE","Calgary","2020","17","Emmanuel Ajayi","CAJAYIOM","","Bright Ewhubare","CEWHUBBR","","CAL Zone N"
"501","S","A2018979","Detached","West Hillhurst","02/17/2023","$605,000.00","$570,000.00","2,019","2006 Broadview Road NW","Calgary","1982","34","Christopher Matlashewski","CMATLACH","","Tim Desautels","CDESAUTI","","CAL Zone CC"
