"#","St","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1001","S","A2092226","Apartment","Signal Hill","11/14/2023","$409,900.00","$451,000.00","1,140","6868 Sierra Morena Boulevard SW Unit#303","Calgary","1997","5","Tamara Nellissen","CNELLITA","CJAGULNI","Gary Williamson","CWILLIGA2","CWILLIJA4","CAL Zone W"
"1001","S","A2092267","Detached","Falconridge","11/14/2023","$429,888.00","$450,000.00","1,077","51 Falmere Way NE","Calgary","1988","5","Maqbool Hussain","CHUSSAMA1","","Maqbool Hussain","CHUSSAMA1","","CAL Zone NE"
"1001","S","A2078981","Apartment","Chinatown","11/20/2023","$459,900.00","$450,000.00","826","222 Riverfront Avenue SW Unit#1025","Calgary","2011","74","Richard Bergeron","CBERGERI","CBERGEEL","Ahmed Arshad","CARSHAAH","","CAL Zone CC"
"1001","S","A2076648","Row/Townhouse","Citadel","11/09/2023","$459,000.00","$450,000.00","1,221","89 Citadel Estates Manor NW","Calgary","2002","71","Jack Liu","CLIUCH1","CLIUAL","Matt Cornelsen","CCORNEMA","","CAL Zone NW"
"1001","S","A2093155","Apartment","Arbour Lake","11/28/2023","$419,900.00","$449,900.00","1,341","1010 Arbour Lake Road NW Unit#3343","Calgary","2001","12","Brenda Parai","CPARAIBR","CWHYTEKI","Greg Steele","CSTEELGR","","CAL Zone NW"
"1001","S","A2092833","Apartment","Sage Hill","11/29/2023","$449,900.00","$449,900.00","961","30 Sage Hill Walk Unit#312","Calgary","2023","18","Steve Zacher","CZACHEST","","Non Board Member","CNONMEMB","","CAL Zone N"
"1001","S","A2087981","Detached","Dover","11/02/2023","$448,888.00","$448,888.00","1,213","47 Dovely Way SE","Calgary","1975","14","Dan Nash","CNASHDA","","Terrin Daemen","CDAEMETE","","CAL Zone E"
"1001","S","A2081559","Row/Townhouse","Cranston","11/27/2023","$459,777.00","$448,500.00","1,102","911 Cranford Court SE","Calgary","2010","69","Brent Johnston","CJOHNSBR","","Gregory Berry","CBERRYGR","","CAL Zone SE"
"1001","S","A2087378","Semi Detached (Half Duplex)","Cranston","11/03/2023","$450,000.00","$448,000.00","1,035","166 Cranford Way SE","Calgary","2013","8","Dusko Sremac","CSREMADU","CJURKOMA","Jaison Thomas","CTHOMAJA1","","CAL Zone SE"
"1001","S","A2090090","Detached","Beddington Heights","11/06/2023","$449,900.00","$447,000.00","1,080","99 Beddington Crescent NE","Calgary","1980","10","Jerry Thai","CTHAIJE","","Chad Morgan","CMORGACH","","CAL Zone N"
"1001","S","A2091419","Detached","Erin Woods","11/12/2023","$419,900.00","$445,000.00","1,314","239 Erin Mount Place SE","Calgary","1981","9","Noor Shihab","CSHIHANO","","Tura Adam","CADAMTU","","CAL Zone E"
"1001","S","A2090478","Row/Townhouse","Springbank Hill","11/23/2023","$450,000.00","$445,000.00","860","147 Spring Creek Common SW","Calgary","2022","20","Ernie deChamplain","CDECHAER2","","Eliza Dattadeen","CDATTAEL","","CAL Zone W"
"1001","S","A2089128","Row/Townhouse","Aspen Woods","11/07/2023","$445,000.00","$445,000.00","1,064","97 Aspen Hills Drive SW","Calgary","2010","13","Jesse Davies","CDAVIEJE","","Patrick Murray","CMURRAPA","","CAL Zone W"
"1001","S","A2085706","Apartment","Beltline","11/02/2023","$459,900.00","$445,000.00","1,036","530 12 Avenue SW Unit#203","Calgary","2008","23","Melissa Nichols","CNICHOME1","","Nadeem Tarmohamed","CTARMONA","","CAL Zone CC"
"1001","S","A2083692","Detached","Taradale","11/07/2023","$457,000.00","$445,000.00","802","178 Tarawood Road NE","Calgary","2003","41","Lisa Painter","CPAINTLI","","Ratinderjeet Sandhu","CSANDHRA1","","CAL Zone NE"
"1001","S","A2079186","Detached","Taradale","11/09/2023","$469,900.00","$445,000.00","926","52 Tararidge Drive NE","Calgary","1983","58","Happe Dhillon","CDHILLHA3","CCHAHARA3","Jot Singh","CSINGHHA9","","CAL Zone NE"
"1001","S","A2091935","Apartment","Beltline","11/20/2023","$444,900.00","$444,900.00","900","211 13 Avenue SE Unit#1303","Calgary","2010","14","Ross Aitken","CAITKERO","","Tanya Eklund","CEKLUNTA","","CAL Zone CC"
"1001","S","A2085558","Semi Detached (Half Duplex)","Falconridge","11/01/2023","$449,900.00","$444,500.00","950","117 Falbury Crescent NE","Calgary","1979","26","Tariq Khan","CKHANTA","CSHEHZIR","Achalu Biri","CACHALBI","","CAL Zone NE"
"1001","S","A2090365","Semi Detached (Half Duplex)","Thorncliffe","11/23/2023","$449,900.00","$443,000.00","743","20A Beaver Dam Place NE","Calgary","1971","22","Vadim Yalovitser","CYALOVVA","","Kilian Thibaudier","CTHIBAKI","","CAL Zone N"
"1001","S","A2091040","Row/Townhouse","Royal Oak","11/16/2023","$425,000.00","$442,000.00","1,305","16 Royal Manor NW","Calgary","2004","15","Priti Rajpal","CRAJPAPR","","Caren Kelley","CKELLECA","","CAL Zone NW"
"1001","S","A2091941","Detached","Whitehorn","11/08/2023","$429,000.00","$440,000.00","838","514 Whitehill Place NE","Calgary","1977","2","Gary Singh","CSINGHGU3","","Ahmed Al-Emran","CALEMRAH","","CAL Zone NE"
"1001","S","A2091940","Row/Townhouse","Glamorgan","11/23/2023","$449,900.00","$440,000.00","1,319","23 Glamis Drive SW Unit#68","Calgary","1980","15","Julie Parry","CPARRYJU","","May Davidson","CDAVIDMA3","CAUDETCH","CAL Zone W"
"1001","S","A2090259","Row/Townhouse","Copperfield","11/09/2023","$420,000.00","$440,000.00","1,206","221 Copperpond Landing SE","Calgary","2014","7","Jacky van der Ven","CVANDEJA","","Simon Kowalkow","CKOWALSI","","CAL Zone SE"
"1001","S","A2088306","Detached","Crescent Heights","11/28/2023","$459,900.00","$440,000.00","759","1313 2 Street NW","Calgary","1908","26","Frank Liu","CLIUFE","","Dale Green","CGREENDA1","","CAL Zone CC"
"1001","S","A2083205","Row/Townhouse","Sage Hill","11/12/2023","$449,000.00","$440,000.00","1,169","223 Sage Hill Grove NW","Calgary","2017","44","Piyush Girdhar","CGIRDHPI","","Jamie D'Mello-Okoli","CDMELLJA","","CAL Zone N"
"1001","S","A2081827","Semi Detached (Half Duplex)","Beddington Heights","11/02/2023","$449,900.00","$440,000.00","853","39 Bermuda Drive NW","Calgary","1978","13","Achalu Biri","CACHALBI","","Robby Khun Khun","ckhunkra","","CAL Zone N"
"1001","S","A2092597","Row/Townhouse","New Brighton","11/28/2023","$439,800.00","$439,800.00","1,306","130 New Brighton Way SE Unit#358","Calgary","2012","12","Beatrix Smolejova","csmolebe","","Julie Vesuwalla","CVESUWJU","","CAL Zone SE"
"1001","S","A2089306","Row/Townhouse","Copperfield","11/03/2023","$419,900.00","$439,500.00","1,566","54 Copperstone Common SE","Calgary","2017","7","Michael Gauthier","CGAUTHMI","","Grady Krebs","CKREBSGR","","CAL Zone SE"
"1001","S","A2089524","Row/Townhouse","Belvedere","11/15/2023","$439,000.00","$439,000.00","1,207","8524 21 Avenue SE","Calgary","2023","19","Adam Fyfe","CFYFEAD","CSTENGAN","Michael Kehoe","CKEHOEMI","",""
"1001","S","A2088341","Semi Detached (Half Duplex)","Falconridge","11/04/2023","$474,900.00","$439,000.00","935","312 Falwood Way NE","Calgary","1979","17","Jatinder Singh","CSINGHJA6","","Tom Binavi","CBINAVTA","","CAL Zone NE"
"1001","S","A2088145","Row/Townhouse","Skyview Ranch","11/09/2023","$438,000.00","$439,000.00","1,416","312 SKYVIEW POINT Place NE","Calgary","2013","18","Norm Xu","CXUZI","","Jaskaran Sidhu","CSIDHUJAS","","CAL Zone NE"
"1001","S","A2084449","Detached","Erin Woods","11/17/2023","$449,000.00","$439,000.00","1,134","16 Erin Croft Green SE","Calgary","1981","43","Lovepreet Lotey","CLOTEYLO","","Jaskaran Sekhon","CSEKHOJA2","","CAL Zone E"
